Date,Symbol,apturnover,arturnover,assetturnover,croic,commontocap,currentratio,ebitdagrowth,fcffgrowth,fcfftointerestex,grossmargin,investedcapitalturnover,leverageratio,nnep,operatingmargin,profitmargin,roe_simple,stdebttocap,enterprisevalue,country,employees,security_delisted,sic,ipo_price,current_price,success
2018-09-25,VIOT,4.2406,8.2867,2.0176,,0.997206,2.2341,-0.198534,-0.374291,,0.281161,-47.6192,1.9898,0.011586,0.030741,0.025598,0.063664,0.0,-72102734.2,China,0.0,FALSE,3630,9.415705413,1.97,
2018-09-19,XYF,,,0.8103,,0.913465,1.514,,,,0.665046,1.4209,1.6244,-0.624097,0.360166,0.249409,0.251266,0.051426,44164765.6,China,0.0,FALSE,6199,44.22413793,2.98,
2018-09-14,NMCI,1.0164,17.9545,0.2356,,0.463401,0.5305,,,,0.947872,0.2138,2.1051,0.055498,0.291682,0.158455,0.069599,0.070158,290330773,Monaco,0.0,True,4412,4.0,1.0,
2018-08-14,ARDS,,,0.0949,-28.342793,1.0,5.3515,0.105768,,,1.0,-0.4396,1.5388,-0.207707,-8.747552,-8.017773,-0.840047,0.0,9699148.9,United States of America,0.0,FALSE,2834,13.02,2.08,
2018-08-09,VCNX,0.4882,1.9153,0.0525,,-0.561922,3.2043,-0.647015,,-6.4431,-0.426796,-0.1925,2.0341,-0.988222,-37.680939,-40.770718,3.423965,0.0,23278104.8,United States of America,44.0,FALSE,2834,12.0,1.02,
2018-08-02,TOTAU,,,0.0145,,0.110868,,,,,,0.0076,1.0479,,,0.056583,0.003886,0.0,52791648,Hong Kong,0.0,True,6770,10.12,1.0,
2018-07-27,OPRA,0.1888,4.0115,0.2208,0.062629,1.0,7.0026,7.817745,,20.3429,0.976967,0.2932,1.0755,-0.016665,0.275088,0.217933,0.045341,0.0,-160224000,Norway,0.0,FALSE,7372,14.34,6.47,
2018-07-26,PDD,10.4076,17.6585,0.4586,,1.0,1.6581,-15.193538,-1.008517,,0.778563,-0.8401,2.8477,-0.103546,-0.823152,-0.778745,-0.542812,0.0,4139294980,China,0.0,FALSE,7389,26.5,59.5,
2018-07-25,BE,,,1.0363,1.125893,,,-0.353385,1.397398,1.4047,0.167155,4.7876,-2.4389,0.459576,-0.260823,-0.460408,,,531614640,United States of America,1524.0,FALSE,3620,18.7,15.22,
2018-07-19,MYFW,,,0.0563,-0.021004,0.946855,,0.208713,,-0.3068,,0.4842,9.3909,0.0,,0.097704,0.048317,0.0,12831000,United States of America,0.0,FALSE,6022,20.75,32.2,
2018-07-19,ALLK,,,,-7.487952,1.0,34.5527,-1.200928,-1.61455,,,,1.0376,-0.087336,,,-0.236627,0.0,857764910,United States of America,62.0,FALSE,2834,27.2,6.53,
2018-07-18,CCB,,,0.0458,-0.279083,0.764923,,0.199368,,-8.5993,,0.333,10.0526,0.0,,0.240815,0.088873,0.0,69335475.7,United States of America,183.0,FALSE,6022,16.25,49.2,
2018-06-28,EVER,0.8132,10.1604,3.7871,-4.126652,1.0,2.8341,-2.776209,-0.459896,,0.928509,77.9523,1.9796,-0.205789,-0.085167,-0.084427,-0.319354,0.0,288180165.3,United States of America,250.0,TRUE,7370,20.59,15.26,
2018-06-28,BJ,13.5725,67.5608,3.9942,0.225435,-0.1264,0.8476,0.202232,1.310652,2.2125,0.181505,8.0549,-5.3321,0.06756,0.023329,0.009784,-0.629743,0.159109,4732464240,United States of America,26383.0,FALSE,5331,21.25,60.87,
2018-06-28,FTSV,,,,,0.99644,9.4658,-0.619723,-0.813458,,,,1.1302,-0.175762,,,-0.52822,0.0,156499605,United States of America,57.0,True,2834,15.01,1.0,
2018-06-27,UXIN,3.7136,0.7718,0.1019,-9.124729,0.508791,1.4913,0.038332,-2.359679,-204.94,0.3645,-0.1554,-2.0824,0.179538,-3.775559,-2.333953,-0.647935,0.38849,270110509.9,China,0.0,FALSE,7389,10.4,1.09,
2018-06-22,AUTL,,,0.007,-4.555626,0.998776,11.0536,-1.309241,-1.175341,,1.0,0.1299,1.0736,-0.025329,-40.890547,-31.80597,-0.19236,0.0,1101130617,United Kingdom,0.0,FALSE,2836,28.0,3.89,
2018-06-21,MGTA,,,,-15.041618,1.0,13.9477,-0.676841,-0.948335,,,,1.0807,-0.160102,,,-0.39489,0.0,-37749416.8,United States of America,59.0,FALSE,2834,15.5,3.1,
2018-06-15,NEW,18.0081,,0.918,-1.072201,0.539074,0.4745,-0.889879,0.461564,-6.2122,0.44218,7.4096,12.5499,3.599916,-0.286674,-0.374042,-1.521116,0.460947,-2501835.6,China,0.0,FALSE,8200,17.0,0.2189,
2018-05-25,ITRM,,,0.0372,-317.94806,,,-1.593474,-1.541642,,1.0,5.1881,1.1822,-1.19669,-88.100115,-88.672037,,,43757886.1,Ireland,48.0,FALSE,2834,12.7,0.3352,
2018-05-24,GSKY,36.6742,24.9006,0.6641,2.450946,0.07267,59.5091,0.117232,8.809386,11.9734,0.467642,3.648,-20.8176,0.146336,0.370556,0.304498,5.002345,0.0,562831000,United States of America,1088.0,FALSE,7389,22.15,10.13,
2018-05-15,TMCXU,,,0.0127,,0.014677,,,,,,0.0133,1.0461,0.0,,0.693689,0.629006,0.000106,335025190,United States of America,0.0,True,6770,10.0,1.0,
2018-05-09,OBNK,,,0.0937,2.169386,,,1.348596,2.111451,19.0776,,0.639,9.8822,0.0,,0.26506,,,119655540.9,United States of America,761.0,FALSE,6022,34.91529725,42.9,
2018-05-04,CBLK,12.8124,3.399,0.6175,-1.21449,1.0,1.3683,-0.656097,0.488568,-363.6481,0.78178,6.6078,2.6108,-0.303636,-0.35552,-0.391262,-0.442227,0.0,789296713.4,United States of America,1138.0,True,7372,24.7,1.0,
2018-04-27,DOCU,8.8872,4.6998,0.6272,-3.89916,0.583277,1.9068,-25.080976,-38.558817,-43.0378,0.725493,19.7151,2.7154,-0.340463,-0.608191,-0.608384,-0.694148,0.0,6060930880,United States of America,3023.0,FALSE,7372,38.0,117.8,
2018-04-20,PVTL,6.7496,2.3856,0.4378,-0.019249,0.997335,2.1966,0.144142,0.98482,,0.63389,1.0792,1.5223,-0.103686,-0.223293,-0.215816,-0.112194,0.0,3560886800,United States of America,2949.0,True,7372,16.75,1.0,
2018-04-19,MOR,0.0541,5.1864,0.1576,-0.62131,1.0,1.643,-0.313932,0.29524,-292.1635,0.967656,0.2169,4.5505,0.056396,-0.784967,-0.730833,0.427327,0.0,157911212,Germany,0.0,FALSE,2834,26.16,7.22,
2018-03-29,GNPX,,,,-31.659322,1.0,22.8122,-2.732399,-2.381211,-228.1968,,,1.1309,-0.848616,,,-1.393103,0.0,6547204,United States of America,7.0,FALSE,2834,4.69,1.95,
2018-03-28,OPBK,,,0.1116,2.244729,,,0.11919,2.219024,14.3489,,0.8634,9.8491,0.0,,0.283439,,,16237010.9,United States of America,154.0,FALSE,6022,10.75450274,12.19,
2018-03-27,GHG,31.0866,14.4525,0.3673,,0.96023,3.4514,0.351207,-0.567676,693.6993,0.69698,-1.41,2.0278,0.005924,0.55781,0.40991,0.22485,0.034897,-273954735.4,China,0.0,FALSE,7011,12.79624887,5.97,
2018-03-23,POLY,9.4627,5.828,0.8184,0.351418,0.417479,7.1683,-0.007631,-0.180618,2.7072,0.512444,3.7967,2.8486,0.001422,0.144125,-0.001014,-0.002462,0.0,2651395542,United States of America,7490.0,FALSE,3661,54.72996812,27.42,
2018-03-16,TIBRU,,,0.0303,-1.976387,0.02952,,123.816592,,,,0.0317,1.0567,0.0,,0.58859,0.316308,0.0,215065490.8,United States of America,0.0,True,6770,10.01,1.0,
2018-03-14,BWB,,,0.0375,-0.351706,0.574576,,0.178305,0.516889,-5.4187,,0.2131,10.0244,0.0,,0.400113,0.121811,0.0,437845696.2,United States of America,140.0,FALSE,6022,12.66,17.74,
2018-02-16,FAMI,38.1631,4.3383,1.6603,-0.219629,0.860561,9.6042,-0.025675,0.574919,-19.0333,0.169945,2.2286,1.2027,0.103009,0.10322,0.108295,0.176094,0.068306,4867042,China,0.0,FALSE,2033,4.4,0.2016,
2018-02-09,CDLX,,2.6959,1.1841,-1.555268,0.526654,2.3953,-61.299572,-0.810159,-19.6712,1.0,3.65,6.4069,1.1391,-0.271542,-0.352008,-1.020529,0.000213,213510800,United States of America,402.0,FALSE,,12.1,60.23,
2018-02-08,WHD,8.4511,6.1679,1.2785,0.240269,0.469471,3.6785,0.78972,1.496239,,0.401059,2.0912,2.6102,0.071971,0.326575,0.276183,0.845901,0.019431,1000359646,United States of America,1200.0,FALSE,3533,20.49411858,48.12,
2018-02-02,CEPU,4.8584,3.2344,0.7319,0.908416,0.77989,1.2021,2.054775,14.321195,,0.759835,1.1988,1.8516,5.88006,1.189167,0.623506,0.72075,0.059717,1634567903,Argentina,0.0,FALSE,4911,15.68302667,2.93,
2018-02-01,HUD,6.8954,34.3301,1.3229,0.189254,0.0,4.4834,0.150943,6.24147,,0.636992,1.9503,2.4055,0.073617,0.051034,0.034196,,0.0,,United States of America,0.0,True,5399,17.95,1.0,
2018-01-25,GTES,4.9436,4.598,0.4932,0.07173,0.36477,2.6725,0.254539,1.084131,1.9849,0.397479,0.6877,3.6087,0.058145,0.148405,0.080983,0.139211,0.009665,6753304615,United States of America,14200.0,FALSE,3560,19.05,15.56,
2018-01-19,COLD,3.2057,5.4493,0.4299,-0.598235,0.31872,1.0816,0.192026,0.109194,-12.7238,0.252956,0.5352,4.6642,0.066768,0.11222,0.029923,0.033947,0.053629,6002486235,United States of America,11000.0,FALSE,6798,15.76712794,28.33,
2018-01-12,ILPT,,,0.0995,-0.038179,0.689899,,-0.025695,0.957516,-3.3857,,0.1028,1.8525,0.0,,0.507252,0.072343,0.277094,1491585148,United States of America,600.0,FALSE,6798,18.70606144,22.7,
2017-12-22,ICLK,14.6235,3.5041,0.6989,-1.428593,0.919629,1.9401,-0.282291,-0.85484,-138.2027,0.235713,2.3499,2.2396,-0.523857,-0.121118,-0.196546,-0.205186,0.080371,92165102.2,,0.0,FALSE,7372,8.5,3.83,
2017-12-07,QTRX,3.6281,4.0854,0.2492,,0.875319,4.5273,-0.193878,,-14.479,0.436609,-10.3175,1.3934,-0.250797,-1.13688,-1.18121,-0.410212,0.066925,10361802.4,United States of America,177.0,FALSE,3826,16.25,27.09,
2017-11-17,SCPH,,,,,0.905191,23.0058,-0.30622,,-19.0793,,,1.1514,-0.138285,,,-0.224695,0.002681,-71375034.7,United States of America,21.0,FALSE,2834,14.25,3.94,
2017-11-16,MPMH,6.9885,6.3863,0.8758,0.057387,0.615124,1.9395,0.985507,-0.936747,1.175,0.2145,1.4231,5.1881,-0.000889,0.03432,0.000429,0.000917,0.020316,4288469640,United States of America,5200.0,True,2821,26.5,1.0,
2017-11-10,BAND,23.1459,8.5624,1.868,0.135351,0.999778,2.6614,-0.034192,1.495729,,0.452229,4.2559,2.2909,3.776033,0.0897,0.036642,0.077838,0.0,298611090.4,United States of America,611.0,FALSE,7372,21.06,58.73,
2017-11-08,FEDU,281.26,12.6213,0.5638,,0.990253,4.4294,1.082579,-0.194857,,0.635834,-4.3356,1.3057,0.008569,0.204943,0.139233,0.064224,0.0,,China,0.0,FALSE,8200,9.205780553,0.62,
2017-11-08,MCB,,,0.0403,-0.387795,0.730683,,1.709611,0.492458,-11.9125,,0.2253,8.6038,0.0,,0.206105,0.052215,0.0,49209000,United States of America,153.0,FALSE,6022,38.95,103.99,
2017-11-02,SPRO,,3.0099,0.0369,,0.995821,11.2859,-0.230641,-3.377531,,1.0,-0.0638,3.0035,-0.218519,-21.086407,-20.154624,-0.471455,0.0,-56537336.3,United States of America,41.0,TRUE,2834,13.25,11.62,
2017-11-01,ALTR,21.5575,4.2427,1.2377,-0.47381,0.956308,0.7287,-1.861602,0.38419,-6.3453,0.680227,11.5232,19.0402,5.321411,-0.099771,-0.305823,-1.682445,0.003662,1218535720,United States of America,2500.0,FALSE,7372,17.0,57.65,
2017-10-27,FSCT,9.3346,4.1032,0.9046,,0.834985,2.1048,-0.233417,-3.298488,-65.6426,0.73881,-3.435,5.4673,-0.24071,-0.344232,-0.359708,-0.698929,0.05238,200136450,United States of America,1116.0,True,3577,26.25,1.0,
2017-10-26,EYE,,6.3431,0.158,0.490132,0.534875,0.7689,0.105187,1.522307,10.4238,1.0,0.2083,2.9466,0.938675,0.261351,0.175361,0.0659,0.005931,3084271350,United States of America,10668.0,FALSE,3851,28.75,39.87,
2017-10-18,QD,3.0417,8.3585,0.353,-0.199147,0.529144,2.0563,2.270124,0.700714,,0.688818,0.669,2.1899,0.001136,0.507024,0.453255,0.21846,0.442568,421976822.1,China,0.0,FALSE,6199,34.35,0.9172,
2017-09-28,DCPH,,,,,0.992014,14.3454,-0.943715,-0.792067,-286.7421,,,1.0893,-0.116539,,,-0.273323,0.001008,185405697.9,United States of America,112.0,FALSE,2834,20.05,8.42,
2017-09-22,SECO,10.464,97.4503,2.1712,-1.010891,0.805945,2.298,5.393015,-1.317897,-80.1921,0.16362,5.2973,2.1032,0.081824,0.02535,0.035667,0.100121,0.111354,-12822225.6,China,0.0,FALSE,5990,12.1,0.4,
2017-09-20,DESP,1.2591,3.2059,0.9592,,0.963657,1.6349,0.771781,-0.607054,,0.728062,-8.817,8.0504,-0.10336,0.135968,0.08086,0.194377,0.036343,,Argentina,0.0,FALSE,4700,29.0,10.47,
2017-09-14,TRMT,,,0.0345,,0.366412,,,,,,0.0239,1.8736,0.004676,,-0.413261,-0.026949,0.0,95789734.1,United States of America,0.0,True,6798,12.52431826,1.0,
2017-08-10,CTRA,2.444,8.6683,0.3582,0.204352,0.623834,1.2141,12.743077,8.100505,7.7541,0.718464,0.5661,1.9346,-0.361486,-0.085738,0.056905,0.039777,0.07514,12929536818,United States of America,303.0,FALSE,1311,22.34433022,20.35,
2017-07-27,INDUU,,,0.7315,,0.39671,0.586,,,,,1.6973,2.217,-0.000991,,0.127963,0.616732,0.59766,587319545.7,United States of America,0.0,True,6770,10.02,1.0,
2017-06-23,GPMT,,,0.0377,0.125733,0.871388,,0.70496,1.125708,2.9204,,0.0764,3.1764,0.0,,0.707207,0.06433,0.0,564253920.2,United States of America,0.0,FALSE,6798,12.65951575,11.72,
2017-06-20,JILL,5.0663,132.9041,1.1976,0.151211,0.425933,1.2554,0.095421,,3.029,0.664733,1.8095,3.8582,0.090993,0.099101,0.079303,0.308757,0.006649,503423715.4,United States of America,1498.0,FALSE,2330,53.24475524,15.08,
2017-06-14,SGBX,,3.0922,0.4203,,1.0,2.1333,,,,1.0,0.7638,1.42,-0.454996,-0.644296,-0.891555,-0.391458,0.0,8913337.7,United States of America,12.0,FALSE,5030,95.0,1.98,
2017-06-09,PLYM,,,0.0557,-1.00609,0.015947,,-1.015682,-8.703283,-17.9618,,0.064,-18.0428,0.018398,,-1.059681,-3.424561,0.081127,268148690.3,United States of America,13.0,FALSE,6798,13.03070913,26.54,
2017-05-25,WOW,,,0.4394,-0.762941,-0.067223,0.8631,-0.105684,-2.832953,-8.4875,1.0,1.7427,-6.5799,0.897184,0.143675,0.155037,-1.299013,0.011378,3015941549,United States of America,2600.0,FALSE,4841,16.0,18.74,
2017-05-18,ARGX,1.6591,14.5833,0.1437,-1.690196,1.0,23.9976,0.320979,-11.664515,,0.353281,0.2278,0.8212,0.055861,-1.456922,-0.791788,-0.059239,0.0,,Belgium,0.0,FALSE,2836,17.9,260.26,
2017-02-22,NODK,,,2.4379,,,,0.851982,-0.978693,,,-5.3234,1.6032,0.0,,0.082542,,,354456000,,178.0,FALSE,6331,14.1,17.65,
2017-01-23,JELD,,,1.3952,-1.695757,1.0,1.979,0.067924,-2.322861,-9.115,0.225179,8.8596,6.35,9.1e-05,0.069467,0.002158,0.010292,0.0,3837026814,United States of America,23000.0,FALSE,2430,25.25,24.73,
2016-12-05,POLA,9.494,5.1775,0.8563,,0.985467,9.367,,,,0.446535,2.9389,1.1259,-0.005342,0.324712,0.193093,0.18615,0.00464,51810070.6,United States of America,179.0,FALSE,3690,7.55,2.81,
2016-10-31,CDEV,,,0.1416,,0.83488,,,,,,0.1307,1.128,0.010794,,0.188256,0.029481,0.0,,United States of America,178.0,FALSE,1311,14.92,8.22,
2016-09-27,UAVS,,3.1206,0.1651,,33.422547,0.085,0.779997,-0.658016,3.0912,1.0,0.4164,-1.4195,0.327615,-4.524792,-5.352247,0.713056,-32.420847,19978916.4,United States of America,5.0,FALSE,3721,7.5,1.15,
2016-08-23,SCACU,,,0.0065,,0.020562,2.3939,,,,1.0,0.0067,1.0365,0.0,0.562774,0.562774,0.182996,0.0,-214962516,United States of America,0.0,True,6770,10.06,1.0,
2016-08-01,HOME,,,0.6487,-0.080192,0.518058,,3.402087,0.915911,-2.891,,0.751,2.509,0.0,,0.036787,0.050603,0.172442,1309069162,United States of America,5364.0,True,5700,16.25,1.0,
2016-06-06,ATKR,10.3213,7.4478,1.3373,0.183579,0.289835,2.846,0.854579,1.184595,,0.241289,2.1682,5.5097,0.052861,0.08236,0.038596,0.228559,0.001428,1981921200,United States of America,3900.0,FALSE,3690,15.75,96.52,
2016-04-11,BATS,0.4897,3.4631,0.3903,-1.349346,0.177347,0.9265,0.067659,,-11.7429,0.73581,2.5489,8.8878,-0.351286,0.329441,0.342463,1.25072,0.0,,,85335.0,True,2111,22.88,1.0,
2015-11-19,MTCH,9.2613,13.2916,0.6841,-0.173753,0.449584,2.5308,-0.059826,-8.704599,-4.9583,0.759153,1.5376,2.207,-0.755171,0.055584,0.03509,0.062828,0.009967,1708703943,United States of America,1700.0,FALSE,5990,9.696130151,111.7,
2015-10-26,FORK,5.3676,6.3409,1.3733,0.057639,0.700905,1.5379,0.076451,,1.9642,0.259027,2.4013,2.1877,-0.046665,0.098252,0.087062,0.184065,0.296868,-2462924,China,579.0,True,3089,5.15,1.0,
2015-09-26,OSG,,8.6318,0.1402,1.077837,0.694144,4.044,10.703709,1.491005,21.2572,1.0,0.3364,2.3239,4.999359,0.172223,0.608218,0.179666,0.024985,815280581.7,United States of America,1061.0,FALSE,4412,6.405179301,1.78,
2015-07-22,BUFF,18.8452,12.9464,2.2941,0.707539,0.023415,3.7066,-0.08467,2.384592,8.8808,0.407642,5.4243,-11.4811,0.039846,0.155838,0.087,9.63129,0.00999,3868311846,United States of America,1700.0,TRUE,2000,24.54685523,34.9681,
2015-06-25,BW,8.6316,4.0234,1.1054,0.254449,0.99637,1.7426,5.300797,1.564041,30.7799,0.175359,6.2135,2.2144,0.002792,0.012602,0.011004,0.025862,0.002672,629098830,United States of America,4000.0,FALSE,3433,195.0,7.29,
2015-05-18,GPP,8.4586,5.4292,0.5796,0.342281,0.897199,2.4935,2.228812,1.271073,60.0492,0.41887,0.7621,1.2635,-0.144579,0.24332,0.316234,0.224314,0.0,-8012477.1,United States of America,0.0,FALSE,2860,8.29092881,15.04,
2015-05-06,HTGM,3.9869,5.3271,0.168,,0.610089,5.5159,-0.400026,,-5.6317,0.1747,-0.61,15.2961,-0.997117,-4.673936,-5.294419,-1.266636,0.110475,-3602081.4,United States of America,107.0,FALSE,3826,210.0,3.41,
2015-05-06,ADAP,,12.768,0.0546,,1.0,4.9355,,,,1.0,4.2433,1.2972,-0.12666,-5.127412,-5.041485,-0.43083,0.0,,United Kingdom,430.0,FALSE,2836,19.25,2.86,
2015-04-30,BPMC,,,0.0996,,0.930776,9.1425,-0.303923,-0.195045,-42.6779,1.0,-1.8442,1.2754,-0.173313,-4.530175,-4.62886,-0.366505,0.021114,328218240,United States of America,217.0,FALSE,2834,23.4,73.62,
2015-04-02,KRNT,4.7901,5.3389,1.0941,-0.333304,0.999242,4.0801,0.378688,0.404263,,0.469707,4.2693,1.3205,-0.00734,0.066755,0.054684,0.047127,0.0,,Israel,390.0,FALSE,3555,12.0,96.45,
2015-03-25,CLLS,,,0.2075,,1.003943,0.0,,,,1.0,-0.2492,-2.5516,0.157043,-0.674567,-0.404661,0.112526,0.0,,France,89.0,FALSE,2836,41.5,6.57,
2015-01-14,FNTCU,,,4.397,,-0.301346,1.651,,,,0.111283,5.124,2.9017,0.065513,-0.020439,-0.027394,0.404955,0.05153,422537269.6,United States of America,137000.0,True,6770,10.0,1.0,
2014-12-17,RMP,,2.7485,0.0146,-2.106921,1.0,3.1478,-5.310602,,-31.0687,1.0,0.0322,1.0306,-0.668581,-4.74054,-4.858561,-0.072865,0.0,-22129007927,United States of America,20.0,True,4922,13.30146991,1.0,
2014-09-24,ABEA,12.3277,7.227,0.5498,0.111183,0.951997,4.6878,0.12098,-0.495096,,0.610748,1.8205,1.256,0.018846,0.249936,0.214179,0.136106,0.018415,2.67E+11,United States of America,98771.0,True,7370,,1.0,
2014-05-22,SUNE,2.302,6.8582,0.2733,-0.926934,0.027399,0.8862,-8.828006,-4.996461,-10.8341,0.089317,0.5309,9.9554,0.238038,-0.216068,-0.512156,-5.460944,0.129821,12423680914,United States of America,0.0,True,3674,18.57,1.0,
2014-04-25,QTNTU,1.552,8.6687,0.3347,,-0.314202,0.9041,-5.83931,2.332465,,0.469633,-1.6374,-46.0687,-3.807454,-1.614189,-3.208333,36.56904,0.921984,256421938,Jersey,410.0,True,2835,7.9,1.0,
2013-11-06,KPTI,,,0.0049,,1.0,47.9818,-1.143962,,,1.0,-0.0702,1.0977,3.8e-05,-87.726098,-87.718346,,0.0,58577403.2,United States of America,332.0,FALSE,2834,17.86,8.58,
2013-10-30,VCYT,3.5107,25.5654,0.4435,,0.920136,4.9654,-0.213741,-2.891719,-66.4983,0.423917,-2.2719,1.6089,-0.232205,-1.058901,-1.168891,-0.453201,0.0,-6020372,United States of America,270.0,FALSE,8071,13.0,27.56,
2013-10-25,EIGI,43.8808,80.1442,0.3336,-0.02376,0.126909,0.4253,0.337288,0.977626,-0.279,0.327108,0.4501,12.6694,0.112028,-0.121177,-0.307221,-1.029524,0.008583,2449100000,United States of America,3901.0,True,7372,11.0,1.0,
2013-10-09,QTS,,,0.209,,0.297527,,,,,,0.199,2.4849,0.001367,,0.094341,0.063107,0.0,1038049943,United States of America,606.0,True,6798,17.12835095,1.0,
2013-10-01,MGNX,,28.6577,0.6465,,1.00147,4.1446,-0.829896,-1.24593,,1.0,api_500,2.4385,-0.007638,0.006307,-0.004497,-0.003307,0.0,71351328.7,United States of America,307.0,FALSE,2834,24.0,12.77,
2013-07-25,WCIC,8.1141,49.6673,0.6146,-0.02214,0.668949,6.7396,0.329082,0.965955,-0.8502,0.205843,1.0813,1.7853,8.29785,0.081223,0.46159,0.359405,0.0,393896200,United States of America,689.0,True,1531,15.25,1.0,
2013-06-26,ESPR,,,,,1.0,14.423,-1.499748,-0.898845,-13.6928,,,1.5098,-0.335191,,,-0.352108,0.0,30753554.5,United States of America,76.0,FALSE,2834,17.0,4.05,
2013-05-16,AMBI,,,0.5768,,1.0,4.4688,0.568135,-2.353872,-88.443,1.0,-1.0631,2.8087,-0.150046,-0.259587,-0.415458,-0.195451,0.0,35084047,United States of America,0.0,True,2834,8.0,1.0,
2013-05-01,EARN,,,0.0031,,0.112855,,,,,,0.0016,7.7885,0.000437,,-0.793532,-0.011449,0.887145,1302555562,United States of America,150.0,FALSE,6798,6.70736301,10.5,
2013-04-19,HAWK,,,0.6476,-0.436653,0.674824,,0.171995,0.088399,,,4.6093,10.7879,0.0,,0.047172,0.242739,0.303663,879789520,United States of America,16.0,True,6199,25.0,1.0,
2013-04-18,HASI,,,0.0364,-0.766152,0.300464,,-3.004422,-0.24517,-27.7776,,0.0411,4.7348,0.01334,,-0.863568,-0.086224,0.15813,403179768.5,United States of America,49.0,FALSE,6798,7.35483854,38.45,
2013-04-12,EVTC,,4.8744,0.3775,0.116473,0.131408,0.9565,-0.025409,-0.688649,1.0041,1.0,0.4336,8.1231,0.123274,0.24064,-0.075661,-0.243573,0.08286,,Puerto Rico,2100.0,FALSE,7374,19.47869812,42.24,
2013-04-10,TMHC,14.9738,13.6754,0.6204,0.489918,0.148367,5.6719,-0.803739,,89.6702,0.217039,0.9532,2.2465,1.924369,0.11025,0.04958,0.228463,0.026722,4914115550,United States of America,1800.0,FALSE,1531,23.35,30.01,
2013-03-21,AVIV,,,0.0825,-0.18077,0.34609,,0.732811,-0.18519,-5.0539,,0.0879,2.7335,0.0,,0.230061,0.053123,0.015938,1757698673,United States of America,0.0,TRUE,6798,49.70920421,50.6209,
2013-02-12,AFH,,,0.3872,0.037973,0.968602,,0.848932,6.283784,,,1.1982,3.0944,,,0.083483,0.09702,0.0,151766577,United States of America,264.0,True,6331,5.85,1.0,
2013-02-04,ORC,,,0.0375,-0.984592,0.12321,,1.49577,-3.118993,-210.729,,0.0375,8.1096,0.038216,,-0.077187,-0.015593,0.87679,318965685.4,United States of America,0.0,FALSE,6798,3.671675454,3.95,
2013-01-29,STML,,,0.0016,,1.0,8.914,-2.831095,-25.457608,-33.3482,1.0,-0.0142,1.1711,-0.170113,-337.738915,-340.79593,-0.303883,0.0,174300046.4,United States of America,92.0,True,2834,11.0,1.0,
2013-01-18,SXCP,,,1.0022,,0.608236,1.2206,,,,1.0,1.0208,2.4315,0.102568,0.151766,0.133305,0.213953,0.041911,327600000,United States of America,545.0,True,3312,8.734268879,1.0,
2012-08-15,HCLP,8.547,6.9834,0.784,,0.460576,2.943,,,,0.464245,0.596,1.6391,0.031389,0.356009,0.335498,0.405366,0.0,,United States of America,720.0,True,1400,12.03482009,1.0,
2012-08-07,BLMN,20.9298,,1.252,0.227422,0.124975,0.7056,-0.081534,1.241054,16.1682,0.398508,2.6765,24.4547,0.066165,0.045423,0.015373,0.286082,0.013409,2835322484,United States of America,93000.0,FALSE,5812,10.58229722,20.63,
2012-06-28,NOW,10.9397,3.9621,0.7683,,1.0,1.9945,,,,0.57323,-3.4188,2.4963,-0.035079,-0.154215,-0.153246,-0.15344,0.0,1904785189,United States of America,6000.0,FALSE,7372,23.75,495.08,
2012-05-04,TLYS,18.2225,74.534,2.6995,-0.002893,0.967031,2.5653,-0.037707,0.972314,,0.315795,8.9816,1.948,-0.001886,0.067174,0.051131,0.203698,0.005871,210892446.7,United States of America,1400.0,FALSE,5600,11.97013672,13.31,
2012-04-20,BLOX,3.5175,7.1258,0.9325,,1.0,2.4553,-4.076655,6.005772,,0.780674,-15.1059,2.0105,-0.035929,-0.038524,-0.048509,-0.057786,0.0,690809000,United States of America,804.0,True,7374,22.5,1.0,
2020-12-30,DNMR,,,0.157,-1.200506,0.835311,,0.760666,,-132.7076,,0.2022,1.8538,0.032662,,-0.163222,-0.024865,0.091054,1766884674,United States of America,0.0,FALSE,2821,25.33,4.86,
2020-12-23,YMTX,,,0.1041,,0.776522,2.8376,-0.872498,-0.278198,-15.3241,1.0,-0.8597,2.4523,-0.529503,-8.06714,-8.336282,-1.022773,0.03994,104154127,United States of America,48.0,FALSE,2834,20.04,1.89,
2020-12-22,GOEV,0.0687,,0.0062,,0.987866,25.4372,0.545437,,-1.6359,0.737255,-0.0394,1.6207,0.156462,-78.320784,-35.222745,-0.158902,0.0,801216208.2,United States of America,0.0,FALSE,3714,22.75,5.61,
2020-12-17,SKLZ,0.9831,,1.4325,,1.0,5.7695,-6.7721,7.928115,104.8085,0.946631,-2.2641,4.258,-0.543722,-0.432918,-0.632336,-2.562382,0.0,7134162680,United States of America,2.0,FALSE,7374,17.89,4.6,
2020-12-15,WNW,5.2489,,1.0871,-1.1733,1.0,2.8,-0.314255,-151.701291,,0.187917,2.8478,2.6687,4.572404,-0.10112,-0.10025,-0.131232,0.0,931222036,China,55.0,FALSE,5961,7.98,1.77,
2020-12-11,FDMT,,11.0487,0.0786,,1.0,16.881,-0.112356,,,1.0,-0.6809,1.2101,-0.104346,-4.162798,-4.164928,-0.221123,0.0,829693834.6,United States of America,78.0,FALSE,2836,40.0,14.7,
