Date,Symbol,apturnover,arturnover,assetturnover,croic,commontocap,currentratio,ebitdagrowth,ebitdaqoqgrowth,efftaxrate,fcffgrowth,fcffqoqgrowth,fcfftointerestex,grossmargin,investedcapitalturnover,leverageratio,Itdebttocap,nnep,operatingmargin,profitmargin,roe_simple,stdebttocap,enterprisevalue,country,employees,security_delisted,sic,ipo_price,current_price
2018-09-21,YMAB,,,,,1.000249,16.6099,-1.256928,,,,,,,,1.096,,-0.109176,,,-0.307941,0,437399290.6,United States of America,32,FALSE,2834,26.5,10.68
2018-09-20,EBAYL,,,,,,,,,,,,,,,,,,,,,,,,,,,26.25,
2018-09-14,QTT,5.9375,24.2178,1.857,,0.941758,2.3637,-18.665246,,,-6.115152,,,0.833359,-6.365,1.8261,,-0.409003,-0.655697,-0.643862,-1.284805,0,-285796200.5,China,,FALSE,7370,91,2.17
2018-09-12,YI,10.1088,71.3344,1.5192,-2.903439,1.000418,4.7918,-0.492136,,,-0.033119,,,0.016988,17.7844,1.2944,,-0.125992,-0.224178,-0.213912,-0.312055,0,-73877028.5,China,,FALSE,5912,16.75,3.14
2018-08-29,LOACU,,,,,0.124752,,,,,,,,,,1.0262,,,,,-0.002854,0,55463046.9,China,,FALSE,6770,10.12,
2018-08-21,BNGO,4.7672,3.0511,0.6868,-6.97572,0.528904,5.0908,0.273608,,,,,-10.7033,0.274101,21.1508,11.9672,,-4.711098,-1.701153,-1.541272,-1.824578,0,29590785.2,United States of America,77,FALSE,3826,10,2.05
2018-08-10,PCB,,,0.1057,2.266774,,,-0.007929,,0.30059,2.245529,,11.5027,,0.8365,10.1418,,0,,0.318902,,,212776413.1,United States of America,244,FALSE,6022,18.44620916,22.94
2018-08-09,AMAL,,,,,,,,,0.112599,,,,,,,,,,0.250776,,,,United States of America,,FALSE,6022,15.03636548,16.08
2018-08-02,SONO,4.1834,18.8595,2.3028,-1.260444,0.83974,1.6791,0.288722,,,-1.586309,,-6.4927,0.430347,86.8542,3.3058,,-0.068917,-0.007806,-0.013724,-0.07489,0.02687,832932759,United States of America,1446,FALSE,3651,16,22.95
2018-07-27,ADIL,,,,-10.731854,1,18.19,-6.433387,,,,,-1.3203,,,1.3746,,-3.797725,,,-2.618906,0,20498895.6,United States of America,3,FALSE,2834,4,2.29
2018-07-26,LQDA,0.2308,,0.1173,,0.687596,3.3416,,,,,,,0.900002,-1.6239,1.9699,,-0.370932,-5.800651,-5.89479,-1.361568,0.109898,39094238.1,United States of America,,FALSE,2834,12.45,5.68
2018-07-26,CANG,,1.6768,0.2321,-0.962152,0.766083,3.0373,-0.348958,,0.224952,-5.721251,,-122.252,0.605962,0.9522,1.4287,,0.043089,0.253542,0.281217,0.058442,0.164425,-47367716.1,China,,FALSE,7372,10.32559477,3.23
2018-07-24,PRVB,,,,-19.276854,1,32.8856,-1.950243,,,,,,,,1.052,,-0.191811,,,-0.44383,0,-18818430,United States of America,13,FALSE,2834,8,3.85
2018-07-19,ESTA,3.2648,3.9802,0.7049,-1.831847,0.756859,6.0458,0.613067,,,,,-8.1404,0.590086,5.2559,2.6937,,-0.213361,-0.389884,-0.344694,-0.303634,0,445439331.1,"Virgin Islands, British",505,FALSE,3842,26,52.89
2018-07-19,AFGL,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,3533,,
2018-07-03,ALGRU,,,0.0201,,0.034284,,,,0.244105,,,,,0.0104,1.0416,,0,,0.622974,0.189698,0.002539,,United States of America,0,FALSE,6770,10.06,
2018-06-28,BV,20.3555,5.6301,0.8186,,0.515326,1.6024,,,,,,,0.266018,1.0031,2.9895,,0.038513,0.016995,-0.006416,-0.012303,0.005459,2133894000,United States of America,20900,FALSE,700,21.25,13.65
2018-06-28,TBIO,,,0.0058,,1,10.4712,-0.305694,,,,,,1,0.1364,2.164,,-0.239722,-73.401408,-68.588028,-0.777326,0,56963310,United States of America,81,FALSE,2836,11.5,
2018-06-28,GBLK,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-06-27,NTGN,,,,,0.999625,8.3079,-0.64426,,,-0.434151,,,,,1.1184,,-0.238678,,,-0.759849,0,-27677923.1,United States of America,102,FALSE,2836,16,
2018-06-21,IIIV,75.0938,30.9399,2.0532,-0.473529,0.263811,0.6265,-0.095295,,,0.294882,,-6.4913,0.336823,2.777,3.6263,,0.186381,0.038209,-0.015335,-0.126231,0.033563,365924348.8,United States of America,542,FALSE,7389,18,21.11
2018-06-21,KZR,,,,-13.557609,1,32.9053,-1.858876,,,-1.380571,,,,,1.0488,,-0.073944,,,-0.212938,0,134812182.4,United States of America,24,FALSE,2834,20,12.69
2018-06-20,EIDX,,,,,1,33.1948,253.75,,,-0.714715,,,,,1.0479,,0,,,,0,146087114.9,United States of America,24,FALSE,2834,20,
2018-06-15,AVLR,7.3143,16.1325,2.1692,,0.998942,1.1165,-0.1861,,,0.485408,,-6.7488,0.710953,-19.4721,5.775,,-0.312546,-0.139755,-0.138829,-0.689621,0.001058,1038600653,United States of America,,FALSE,7372,34.6708042,99.5
2018-06-12,FPAC.U,,,,,,,,,,,,,,,,,,,,,,,United States of America,3,FALSE,6770,10,10.1101
2018-06-01,AMBO,15.7584,24.4994,0.5691,,0.870396,0.8609,0.067015,,0.072216,-3.19844,,,0.363804,-3.3973,4.4348,,0.083556,0.028942,0.084552,0.176717,0.13548,-33496298.5,China,,FALSE,8200,5.13,0.79
2018-05-24,SRRK,,,,,0.995816,5.7173,-1.060667,,,,,,,,1.4968,,-0.119264,,,-0.462621,0.00396,184405080.2,United States of America,65,FALSE,2836,14.25,18.19
2018-05-23,EVOP,3.0854,7.7636,0.3712,0.159665,-0.055661,1.0746,-0.549832,,,1.152327,,1.5518,0.664677,0.9723,23.56,,0.140246,-0.066905,-0.175032,2.033616,0.056121,1089523298,United States of America,2200,FALSE,7389,20.05,23.24
2018-05-11,HUYA,133.6911,21.5079,1.1006,-1.882797,2,4.7776,-24.077621,,,-21.345936,,,0.156492,2.056,1.3575,,-6.41292,0.005717,-0.866238,-1.073239,0,197135309.2,China,,FALSE,7370,15.5,6.79
2018-05-09,EVLO,,,,-40.617601,0.917557,16.4182,-1.095489,-0.158354,,-1.068435,,,,,1.2274,,-0.198591,,,-0.415819,0,148928087.3,United States of America,75,FALSE,2834,16,5.21
2018-05-04,ASLN,,,,-0.648764,0.921074,3.6143,-0.07813,,,0.410489,,,,,0.3213,,0.61187,,,-0.258669,0,6665893,Singapore,,FALSE,2834,6.15,0.89
2018-05-02,PRT,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,1311,11.47836042,8.15
2018-04-26,LASR,,,6.9492,2.64471,,,0.579882,0.47306,0.205269,2.412633,,,0.349923,18.1956,1.797,,0.039265,0.044584,0.036418,,,532671020,United States of America,1130,FALSE,3674,23,19.95
2018-04-20,LEVL,,,0.0883,2.168615,,,0.063835,0.081218,0.172695,2.150669,,13.8077,,0.6737,12.0535,,0,,0.250283,,,164414036.4,United States of America,251,FALSE,6022,28.15154636,41.51
2018-04-19,EAF,8.9779,,1.402,0.862902,-0.997133,1.9505,9.993051,0.262694,0.054186,9.431913,0.480813,6.562,0.627779,1.8459,-5.8345,,0.167465,0.593937,0.450559,-0.793317,0.09846,5363074213,United States of America,1387,FALSE,3620,13.25125423,10.41
2018-04-12,ZUO,57.096,4.3508,0.9762,-3.863633,0.931086,2.0126,-1.134199,,,-2.423029,,,0.503849,33.9579,2.3092,,-0.240948,-0.299661,-0.309551,-0.400085,0.015174,627622040,United States of America,1221,FALSE,7372,20,15.67
2018-03-29,UNUM,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-03-28,ONE,,,0.9087,,0.663116,0.9317,,,0.681604,,,,0.506377,,9.2834,,0.024612,0.08014,,0.438806,0.029122,4641711167,China,,FALSE,8200,11,
2018-03-23,STG,,,0.6789,,4.194031,1.116,-0.00198,,,-0.944205,,23.9377,0.832635,-0.9859,-5.8773,,-0.137123,-0.521247,-0.469583,2.733406,-0.401939,-295467252.9,China,,FALSE,8200,163.75,5.74
2018-03-22,BDRY,,,0.0331,-2.003402,,,-1.571746,,,-236.663484,,,,0.0672,,,-0.140001,,2.033493,,,,United States of America,,FALSE,6221,25.4,19.94
2018-03-16,AIHS,,,0.0344,,1,7.4976,,,,,,,1,0.2849,1.1161,,-0.265284,-19.927068,-19.92126,-0.765527,0,89753698,China,139,FALSE,6199,5.51,0.3001
2018-03-08,BTAI,,,,,1,9.2642,-3.397046,,,,,,,,1.1846,,-0.24589,,,-0.495513,0,13681194.6,United States of America,18,FALSE,2834,11.02,17.47
2018-02-16,BLNK,0.5238,13.5639,0.2207,,0.982422,3.9409,0.985957,-1.036152,,-5.717617,0.453959,-29.3155,0.335968,-0.1559,-1.2169,,0.650738,-4.322667,-1.273604,-0.212573,0.017578,17418224.3,United States of America,39,FALSE,3612,3.16,19.84
2018-02-09,QES,,5.8012,2.0138,-0.135491,0.859646,1.7888,0.141443,-0.109964,,0.861319,,-2.3927,1,2.894,2.0929,,0.216507,-0.009491,-0.030085,-0.09009,0,135309580,United States of America,1500,FALSE,1389,9,
2018-02-08,VCTR,,,0.5187,0.08857,0.622864,,0.583167,0.046548,0.249756,-0.08677,,,,0.5685,2.3213,,0.017421,,0.154093,0.13984,0,919659234.6,United States of America,61,FALSE,6282,11.83917734,30.59
2018-02-05,SSLJ,,,,,,,,,,,,,,,,,,,,,,,,,,,125,
2018-02-01,IPIC,4.8499,32.2945,0.9249,-0.838136,,1.0082,-1.396494,-0.328813,,,,0.0363,0.601335,2.0856,-1.3177,,0.150401,-0.26733,-0.382655,0.403321,0,,United States of America,,FALSE,5810,17,
2018-02-01,CAAP,10.0384,6.8657,0.4435,0.117652,0.270938,3.5487,-0.347503,,0.047828,7.482707,,0.6984,0.268147,0.8188,7.338,,0.006838,0,-0.00625,-0.018038,0,11270360000,Luxembourg,,FALSE,4581,17,5.51
2018-01-26,AGS,6.0194,7.3645,1.1982,0.097663,0.613863,3.1776,0.022788,0.134274,,5.231857,3.320972,1.9862,0.723315,0.4766,13.2437,,0.070781,0.265932,-0.146134,-0.153501,0.008979,1248371000,United States of America,678,FALSE,3990,17,8.48
2018-01-25,EYEN,,,,,1,6.4092,-2.375298,-0.305209,,-1.78869,,,,,1.1681,,-0.408876,,,-1.022402,0,7280412.1,United States of America,22,FALSE,2834,10,3.27
2018-01-19,ADT,5.0917,23.2256,0.2678,-0.0139,0.296955,0.8435,0.051495,0.202009,,0.985692,,-0.6915,0.772717,0.3351,4.469,,0.081649,0.060642,-0.132955,-0.144185,0.00409,41396693748,United States of America,19000,TRUE,7381,10.39361945,7.34
2018-01-12,EAGLU,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-12-21,BOXL,2.5598,8.533,1.301,-0.407226,0.913547,0.9009,-5.225038,-2.390226,,0.656512,,-9.8193,0.249141,2.9704,3.5446,,0.476657,-0.281314,-0.254027,-0.722574,0.08645,30422802.9,,54,FALSE,3861,5.9243,1.09
2015-08-31,BOXL,2.5598,8.533,1.301,-0.407226,0.913547,0.9009,-5.225038,-2.390226,,0.656512,,-9.8193,0.249141,2.9704,3.5446,,0.476657,-0.281314,-0.254027,-0.722574,0.08645,30422802.9,,54,FALSE,3861,5.9243,1.09
2017-12-15,CASA,5.9061,2.8669,0.7485,0.257792,0.144221,4.2283,0.19925,,0.279422,,,0.6417,0.734023,8.0867,9.3647,,0.524997,0.387462,0.251724,1.764495,0.006199,835497720,United States of America,743,FALSE,3663,13.5,4.47
2017-12-08,LBC,,,0.0208,,0.324329,,,,-0.063666,,,,,0.0699,10.3764,,0,,0.585999,0.126211,0,1540426814,United States of America,278,FALSE,6022,10.73338106,13.81
2017-12-07,ODT,,,,,1,27.0162,,,,,,,,,1.0383,,-0.049586,,,-0.167077,0,156131600,United States of America,117,FALSE,2834,23,
2017-11-21,SBT,,,0.0385,-1.887673,0.404175,,0.257972,,0.460922,,,-25.0918,,0.3369,10.8378,,0,,0.333398,0.138958,0,944526435.1,United States of America,352,FALSE,6035,12.42887786,5.98
2017-11-17,SAIL,19.9866,2.552,0.3674,-1.950395,0.827768,1.986,0.660038,,,,,,0.760341,1.326,1.5421,,-0.609193,0.053441,-0.040805,-0.023118,0,711132000,United States of America,1003,FALSE,7372,14.9,36.65
2017-11-17,SFIX,11.135,,3.3203,0.648704,1,2.9319,2.152297,-0.27124,0.179354,,,,0.437032,232.9323,1.7626,,0.04695,0.035079,0.036608,,0,770035578.1,United States of America,8000,FALSE,5961,16.9,15.89
2017-11-15,SEND,,,,,,,,,,,,,,,,,,,,,,1879270093,United States of America,,FALSE,7372,18.55,
2017-11-10,WSPT,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,6798,,
2017-11-08,CBTX,,,0.0404,-0.076595,0.981845,,0.107746,,0.373728,0.911462,,-3.6589,,0.2874,7.5046,,0,,0.226033,0.061789,0.003356,313598696,United States of America,495,FALSE,6021,26.36169537,31.06
2017-11-07,MRBK,,,0.0767,,0.453964,,,,0.475976,,,,,0.294,8.4452,,0,,0.046193,0.029912,0.44674,,United States of America,,FALSE,6021,16.23037242,35.7
2017-11-02,FNKO,,5.1846,0.8926,0.564581,0.466156,1.6863,0.111864,,0.174573,,,40.6735,0.385242,1.4038,2.3188,,0.244252,0.08188,0.011599,0.045649,0,769277000,United States of America,702,FALSE,3944,8,16.85
2017-11-01,LOMA,9.3393,23.6173,1.9087,-0.440187,0.779433,1.2523,1.049613,,0.056913,-0.250209,,,0.254792,3.6038,1.4001,,-0.060873,0.163245,0.148068,0.215313,0.077063,,,,FALSE,3241,20.42044545,5.7
2017-10-27,MBIN,,,0.0374,-0.202871,0,,0.276072,,0.2913,0.769144,,-22.3079,,0.0374,10.6519,,0,,0.478521,0.148811,0,-78125675.8,United States of America,259,FALSE,6022,10.74456271,30.15
2017-10-26,BPMP,2.4099,9.209,0.312,0.733856,0.400307,2.0612,0.01564,,0.268501,,,,0.95841,1.4507,1.0587,,0.051595,0.706975,0.637775,0.289177,0.025174,6695608552,United States of America,0,FALSE,4610,11.80120715,18.08
2017-10-23,CMSSU,,,1.1051,,0.024154,,,,,,,,,0.5527,1.0005,,504.60501,,-0.250787,-5.738989,7.50E-05,201840645,People??? Republic of China,0,FALSE,5500,10.01,
2017-10-19,MOSC.U,,,3.0113,,0.014737,10.4496,,,,,,,1,3.1043,1.0362,,-336.003307,-0.23493,-0.44994,,0,1261640805,United States of America,,FALSE,6770,10.2,
2017-10-18,PQG,,,,,,,,,,,,,,,,,,,,,,,,,,,12.22144426,9.62
2017-10-12,CARG,0.8732,32.9549,2.2884,,1,3.6588,0.769927,,0.166572,-0.118073,,,0.944427,-31.36,1.4442,,0.004427,0.048204,0.041655,0.103909,0,1499199000,United States of America,732,FALSE,7374,29,29.91
2017-09-28,NITE,,,,,1,14.3678,-1.495613,,,-1.238911,,,,,1.1108,,-0.149562,,,-0.235955,0,-129404000,United States of America,47,FALSE,2836,17.25,
2017-09-27,RYB,,48.0147,0.8428,,0.911355,1.7811,0.244925,,0.359894,-0.66176,,,0.209697,-3.4394,3.0584,,0.005925,0.066291,0.046455,0.063049,0,299589170.2,China,,FALSE,8200,24.12,1.83
2017-09-21,OMP,0.8139,3.6796,0.3142,-1.755707,0,1.2514,0.496715,,0.239589,-13.770474,,-80.3177,0.966606,0.5719,2.0712,,0.137016,0.561767,0.398137,,0,932574888.5,United States of America,0,FALSE,1381,10.45655656,25.35
2017-09-20,ZLAB,,,,-10.705329,2,38.2156,-0.330745,,,-0.622142,,,,,2.1284,,-0.182548,,,-0.428488,0,230500535.1,China,,FALSE,2834,24.25,48.14
2017-09-19,LIVX,,,,,,,,,,,,,,,,,,,,,,,,,,,4.09,0.8226
2017-09-08,NINE,15.1289,5.4604,0.9392,-2.155963,0.543346,0.5141,1.421111,,,,,-33.9177,0.175097,2.1264,2.0144,,0.248271,-0.104782,-0.124493,-0.235532,0.456654,914586741,United States of America,2261,FALSE,1389,24,1.35
2017-08-31,TRTX,,,0.0406,-0.106237,0.396664,,0.223558,,0.001545,0.882676,,-3.8425,,0.0432,2.7721,,0,,0.771278,0.07854,0.603316,2367633424,United States of America,0,FALSE,6798,11.44034343,12.57
2017-08-21,TE,,,,,,,,,,,,,,,,,,,,,,,United States of America,3713,TRUE,4911,,
2017-08-18,CADE,,,,,,,,,,,,,,,,,,,,,,2580909078,United States of America,3998,FALSE,6022,16.11183857,31.96
2017-07-25,CADE,,,,,,,,,,,,,,,,,,,,,,2580909078,United States of America,3998,FALSE,6022,16.11183857,31.96
2017-08-16,CIC.U,827.4701,,0.5055,,0.012859,3.4501,,,,,,,0.283387,0.5247,1.0367,,-86.739254,0.115269,-0.132971,-5.418998,0,593017920.8,United States of America,,FALSE,7359,10.1,
2017-08-15,FPH,0.759,,0.0548,-0.074068,0.237367,5.0619,1.173325,1.189304,0,0.930788,,,0.233313,0.1276,1.4919,,0.185769,-0.644304,0.173534,0.041332,0,2377751375,United States of America,180,FALSE,6500,13.96,5.79
2017-08-09,ZLND,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-08-09,ZYME,,22.2155,0.3923,-2.449375,0.992617,6.298,0.786411,,,,,,1,3.5096,1.1334,,-0.086929,-0.182914,-0.201036,-0.089377,0,74963072.1,Canada,183,FALSE,2834,6.65,10.01
2017-04-28,ZYME,,22.2155,0.3923,-2.449375,0.992617,6.298,0.786411,,,,,,1,3.5096,1.1334,,-0.086929,-0.182914,-0.201036,-0.089377,0,74963072.1,Canada,183,FALSE,2834,6.65,10.01
2017-08-04,KAACU,,,0.0429,,1,0.0495,,,,,,,-0.09609,0.0272,1.2693,,-21.920656,-0.761722,-1.22672,-0.033405,0,550470077.9,United States of America,,FALSE,4922,10,
2017-08-03,YEXT,1.6624,4.7081,1.174,,1,1.5235,-0.600206,-0.051066,,-12.010601,,-102.5627,0.740924,-5.3231,3.9018,,-0.288107,-0.391537,-0.391096,-0.81722,0,973483904.2,United States of America,900,FALSE,7374,12.86,7.92
2017-07-19,YEXT,1.6624,4.7081,1.174,,1,1.5235,-0.600206,-0.051066,,-12.010601,,-102.5627,0.740924,-5.3231,3.9018,,-0.288107,-0.391537,-0.391096,-0.81722,0,973483904.2,United States of America,900,FALSE,7374,12.86,7.92
2017-03-13,YEXT,1.6624,4.7081,1.174,,1,1.5235,-0.600206,-0.051066,,-12.010601,,-102.5627,0.740924,-5.3231,3.9018,,-0.288107,-0.391537,-0.391096,-0.81722,0,973483904.2,United States of America,900,FALSE,7374,12.86,7.92
2017-07-28,WRLSU,,,0.0102,-2.007784,0.015989,,-38.439157,-59.415624,,,,,,0.0102,1.0104,,0.558598,,-1.571784,-0.504009,0.009274,681749722,United States of America,,FALSE,7373,10.18,
2017-08-18,CADE,,,,,,,,,,,,,,,,,,,,,,2580909078,United States of America,3998,FALSE,6022,16.11183857,31.96
2017-07-25,CADE,,,,,,,,,,,,,,,,,,,,,,2580909078,United States of America,3998,FALSE,6022,16.11183857,31.96
2017-07-21,PETQ,18.2877,13.6924,2.4007,-0.105442,0.544306,5.9851,2.131045,,0.336812,0.880605,,-5.1509,0.191963,3.4928,1.5236,,0.289482,0.04983,0.029312,0.117172,0.001232,310613000,United States of America,1452,FALSE,5122,21,20.4
2017-07-20,KALA,,,,,0.827809,7.747,-0.274421,,,-0.527834,,-26.344,,,1.3538,,-0.21669,,,-0.47069,0.061542,114412750,United States of America,130,FALSE,2834,16.7,0.8899
2017-08-03,YEXT,1.6624,4.7081,1.174,,1,1.5235,-0.600206,-0.051066,,-12.010601,,-102.5627,0.740924,-5.3231,3.9018,,-0.288107,-0.391537,-0.391096,-0.81722,0,973483904.2,United States of America,900,FALSE,7374,12.86,7.92
2017-07-19,YEXT,1.6624,4.7081,1.174,,1,1.5235,-0.600206,-0.051066,,-12.010601,,-102.5627,0.740924,-5.3231,3.9018,,-0.288107,-0.391537,-0.391096,-0.81722,0,973483904.2,United States of America,900,FALSE,7374,12.86,7.92
2017-03-13,YEXT,1.6624,4.7081,1.174,,1,1.5235,-0.600206,-0.051066,,-12.010601,,-102.5627,0.740924,-5.3231,3.9018,,-0.288107,-0.391537,-0.391096,-0.81722,0,973483904.2,United States of America,900,FALSE,7374,12.86,7.92
2017-07-12,AKCA,,,0.3106,,1,3.0164,-0.437779,,,0.463451,,-10.1837,1,-0.7362,1.8623,,-0.277849,-2.775742,-2.800834,-0.72432,0,13255436.2,United States of America,248,FALSE,2834,8.13,
2017-06-30,BY,,,0.0516,-0.117095,0.509877,,1.565615,,0.468182,0.861729,,-6.9127,,0.2097,7.9193,,0,,0.126176,0.047309,0.035483,970844705.7,,943,FALSE,6022,19.85615436,27.93
2017-06-29,ALRN,,,,,1,10.5991,-0.283994,,,-0.599589,,,,,1.1365,,-0.18157,,,-0.472917,0,27610042.1,United States of America,23,FALSE,2834,13.75,0.4101
2017-06-27,ESQ,,,0.0414,-0.403177,0.996677,,0.53651,,0.481945,0.447874,,-51.0409,,0.2915,7.0694,,0,,0.183521,0.043702,0,81563000,United States of America,74,FALSE,6029,15.9,32.71
2017-06-23,GOOS,4.6007,71.7429,1.5905,0.309313,0.639874,2.253,2.276697,,0.232428,1.356104,,6.7706,0.476556,2.5831,2.3815,,0.110259,0.189334,0.131752,0.394499,0,,Canada,,FALSE,2300,22.24,30.25
2017-06-22,SFTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-06-20,PSDO,5.8671,3.9802,1.0376,-0.116034,0.377166,1.0299,0.11914,,0.378049,,,-1.9626,0.214291,1.6016,5.5525,,0.05098,0.039949,0.001864,0.008459,0.165718,2690814385,United States of America,2900,FALSE,5045,15.21587957,
2017-06-19,CLPR,,,,-0.236444,0.072763,,-12.451911,-8.489902,,0.746063,,-6.3605,,,6.2773,,-0.088796,,,-0.080107,0,1065465552,United States of America,203,FALSE,6798,10.6000836,9.1
2017-06-14,CGBD,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,,9.944839658,14.08
2017-06-09,HLNE,54.0561,,0.9133,,0.576348,29.3512,0.662719,0.277454,0.238724,-0.459247,,12.7851,0.660423,-4.2596,2.3997,,0.075283,0.503838,0.435585,1.35538,0,,United States of America,340,FALSE,6282,19.13549433,81.93
2017-05-31,IMRNW,,0.572,0.1221,-5.696209,0.993521,5.3842,0.003138,,,,,,1.028711,0.6867,0.1477,,-0.04677,-7.689578,-6.611725,-0.119197,0.004002,,Australia,,FALSE,2834,1.31,0.2
2017-05-25,APPN,12.5638,3.4611,1.34,,0.999868,1.5268,-1.329973,,,-2.176956,,,0.634502,-7.4488,7.0444,,-0.20587,-0.179991,-0.175441,-0.681113,0,1485441143,United States of America,847,FALSE,7372,15,49.63
2017-05-22,SGH,3.0903,4.6944,1.622,-1.202625,0.31729,1.4465,0.645575,,4.678622,-0.415112,,-8.6495,0.213125,3.6245,11.566,,-1.123479,0.070767,-0.010239,-0.094604,0.087956,912741500,United States of America,1712,FALSE,3674,12,55.63
2017-05-18,BEDU,6.4981,17.5755,0.657,,0.997658,1.6223,2.134465,,0.176004,0.850259,,,0.35234,-3.6079,2.4754,,0.012405,0.161807,0.144395,0.130894,0,-18049659.1,China,,FALSE,8200,10.35587354,0.8798
2017-05-12,SOI,5.9201,15.4143,0.7151,-0.85983,0.444631,4.2707,7.277419,1.409969,0.696668,-0.656395,,-1161.2049,0.874716,1.0289,1.1578,,0.218706,0.188894,0.108888,0.129435,0.00013,298547487.5,United States of America,382,FALSE,3533,10.39027879,7.9
2017-05-12,ASV,7.7126,7.3927,1.0504,0.124389,0.70772,1.9881,-0.098854,-0.077636,-0.552225,,,2.9343,0.151143,1.2997,1.9696,,0.176903,0.041527,0.013856,0.025972,0.021511,119790750,United States of America,179,FALSE,3531,7.45,
2017-05-10,OBSV,,0.0204,0.0002,-4.341566,-0.788285,11.9951,-1.217078,,,-0.533329,,,1,0.0014,1.1391,,-0.288982,-4216.5,-4182.875,-0.545662,0,,Switzerland,,FALSE,2834,7.02,1.48
2017-01-23,OBSV,,0.0204,0.0002,-4.341566,-0.788285,11.9951,-1.217078,,,-0.533329,,,1,0.0014,1.1391,,-0.288982,-4216.5,-4182.875,-0.545662,0,,Switzerland,,FALSE,2834,7.02,1.48
2017-05-08,APPD,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,7372,,
2017-01-23,APPD,,,,,,,,,,,,,,,,,,,,,,,United States of America,,FALSE,7372,,
2017-05-05,TPGE.U,,,,-1.431848,,,4.631666,,0.015092,,,,,,api_500,,0.114962,,,,,,United States of America,27,FALSE,6770,10.1,
2017-05-04,AMGP,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2017-04-28,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,0.6584
2017-03-31,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,0.6584
2017-08-09,ZYME,,22.2155,0.3923,-2.449375,0.992617,6.298,0.786411,,,,,,1,3.5096,1.1334,,-0.086929,-0.182914,-0.201036,-0.089377,0,74963072.1,Canada,183,FALSE,2834,6.65,10.01
2017-04-28,ZYME,,22.2155,0.3923,-2.449375,0.992617,6.298,0.786411,,,,,,1,3.5096,1.1334,,-0.086929,-0.182914,-0.201036,-0.089377,0,74963072.1,Canada,183,FALSE,2834,6.65,10.01
2017-04-24,NCSM,11.1592,4.777,0.51,-0.36222,0.901067,3.7177,4.876026,-0.09761,0.341488,0.576238,,,0.510043,0.6605,1.447,,0.06156,0.024594,0.006408,0.003621,0.013469,647784420,United States of America,414,FALSE,1389,400,38.2
2017-04-24,CLDR,50.3938,3.2113,0.6234,,1,2.0151,-1.622362,0.025485,,-24.571102,,,0.575509,-6.6674,1.9836,,-0.301918,-1.005047,-0.99296,-0.863369,0,1822141120,United States of America,2947,TRUE,7372,17.8,
2017-04-14,JBS,,,,,,,,,,,,,,,,,,,,,,,,,,,16.2,
2017-04-03,AZUL,2.2826,9.6315,0.9417,-1.008384,0.374434,1.6826,3.551214,,-0.025074,-4.085611,,,0.696455,3.3219,30.0216,,1.664245,0.1613,0.055097,-0.880464,0.097302,,Brazil,,FALSE,4512,22,14.86
2017-04-28,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,0.6584
2017-03-31,XRF,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,0.6584
2017-03-29,NESRU,,,,,0.249602,,,,0,,,,,,1.0571,,,,,,0,4626329,United States of America,0,FALSE,6770,10,
2017-03-27,HESM,,,,,,,,,0,,,,1,,,,,0.454012,0.417601,,,,United States of America,,FALSE,1311,18.1626516,29.53
2017-03-24,WRD,0.3215,7.7297,0.2024,-0.353948,0.485011,0.2892,4.723215,0.12317,-3.511577,0.492352,,,0.97215,0.2372,1.6241,,0.849128,0.246883,0.116764,0.043552,0,,United States of America,,,1311,11.55,
2017-03-20,TRPX,,,,,1,8.0688,-2.109453,,,-0.22368,,,,,1.2063,,-0.446589,,,-0.744308,0,-9195000,Israel,,FALSE,2834,6.3,
2017-03-15,VERI,0.0834,1.4361,0.2599,,1,3.0747,-1.39478,-0.121868,,,,,0.925761,-1.0042,2.8345,,-0.792169,-3.244432,-4.135225,-0.972252,0,170573157.6,United States of America,317,FALSE,7374,15.64,14.9
2017-08-03,YEXT,1.6624,4.7081,1.174,,1,1.5235,-0.600206,-0.051066,,-12.010601,,-102.5627,0.740924,-5.3231,3.9018,,-0.288107,-0.391537,-0.391096,-0.81722,0,973483904.2,United States of America,900,FALSE,7374,12.86,7.92
2017-07-19,YEXT,1.6624,4.7081,1.174,,1,1.5235,-0.600206,-0.051066,,-12.010601,,-102.5627,0.740924,-5.3231,3.9018,,-0.288107,-0.391537,-0.391096,-0.81722,0,973483904.2,United States of America,900,FALSE,7374,12.86,7.92
